Object;Time;Content
Fila;6/2/2021 11:55;1
Fila;6/2/2021 11:55;0
Fila;6/2/2021 11:57;1
Fila;6/2/2021 11:57;0
Fila;6/2/2021 11:57;1
Fila;6/2/2021 11:57;0
Fila;6/2/2021 11:57;1
Fila;6/2/2021 11:57;0
Fila;6/2/2021 12:00;1
Fila;6/2/2021 12:00;0
Fila;6/2/2021 12:01;1
Fila;6/2/2021 12:01;0
Fila;6/2/2021 12:02;1
Fila;6/2/2021 12:02;0
Fila;6/2/2021 12:02;1
Fila;6/2/2021 12:02;0
Fila;6/2/2021 12:03;1
Fila;6/2/2021 12:03;2
Fila;6/2/2021 12:03;3
Fila;6/2/2021 12:03;2
Fila;6/2/2021 12:03;1
Fila;6/2/2021 12:03;0
Fila;6/2/2021 12:05;1
Fila;6/2/2021 12:05;0
Fila;6/2/2021 12:05;1
Fila;6/2/2021 12:05;0
Fila;6/2/2021 12:07;1
Fila;6/2/2021 12:07;0
Fila;6/2/2021 12:07;1
Fila;6/2/2021 12:07;0
Fila;6/2/2021 12:07;1
Fila;6/2/2021 12:07;0
Fila;6/2/2021 12:08;1
Fila;6/2/2021 12:08;0
Fila;6/2/2021 12:08;1
Fila;6/2/2021 12:08;0
Fila;6/2/2021 12:09;1
Fila;6/2/2021 12:09;2
Fila;6/2/2021 12:09;3
Fila;6/2/2021 12:09;2
Fila;6/2/2021 12:09;1
Fila;6/2/2021 12:10;2
Fila;6/2/2021 12:10;1
Fila;6/2/2021 12:11;2
Fila;6/2/2021 12:11;3
Fila;6/2/2021 12:11;4
Fila;6/2/2021 12:11;5
Fila;6/2/2021 12:11;6
Fila;6/2/2021 12:11;7
Fila;6/2/2021 12:11;6
Fila;6/2/2021 12:11;5
Fila;6/2/2021 12:11;4
Fila;6/2/2021 12:12;5
Fila;6/2/2021 12:12;4
Fila;6/2/2021 12:13;5
Fila;6/2/2021 12:13;6
Fila;6/2/2021 12:13;7
Fila;6/2/2021 12:13;8
Fila;6/2/2021 12:13;7
Fila;6/2/2021 12:13;6
Fila;6/2/2021 12:13;5
Fila;6/2/2021 12:14;6
Fila;6/2/2021 12:14;7
Fila;6/2/2021 12:14;8
Fila;6/2/2021 12:14;7
Fila;6/2/2021 12:14;6
Fila;6/2/2021 12:14;5
Fila;6/2/2021 12:15;6
Fila;6/2/2021 12:15;7
Fila;6/2/2021 12:15;8
Fila;6/2/2021 12:15;9
Fila;6/2/2021 12:15;8
Fila;6/2/2021 12:16;9
Fila;6/2/2021 12:16;10
Fila;6/2/2021 12:16;11
Fila;6/2/2021 12:16;10
Fila;6/2/2021 12:16;9
Fila;6/2/2021 12:17;10
Fila;6/2/2021 12:17;11
Fila;6/2/2021 12:17;12
Fila;6/2/2021 12:18;13
Fila;6/2/2021 12:18;14
Fila;6/2/2021 12:18;15
Fila;6/2/2021 12:18;16
Fila;6/2/2021 12:18;15
Fila;6/2/2021 12:18;14
Fila;6/2/2021 12:18;13
Fila;6/2/2021 12:18;12
Fila;6/2/2021 12:19;13
Fila;6/2/2021 12:19;14
Fila;6/2/2021 12:19;15
Fila;6/2/2021 12:19;16
Fila;6/2/2021 12:19;17
Fila;6/2/2021 12:19;16
Fila;6/2/2021 12:20;17
Fila;6/2/2021 12:21;18
Fila;6/2/2021 12:21;19
Fila;6/2/2021 12:21;20
Fila;6/2/2021 12:21;21
Fila;6/2/2021 12:21;22
Fila;6/2/2021 12:21;21
Fila;6/2/2021 12:21;20
Fila;6/2/2021 12:22;21
Fila;6/2/2021 12:22;20
Fila;6/2/2021 12:22;19
Fila;6/2/2021 12:23;20
Fila;6/2/2021 12:23;19
Fila;6/2/2021 12:23;18
Fila;6/2/2021 12:23;17
Fila;6/2/2021 12:24;18
Fila;6/2/2021 12:24;17
Fila;6/2/2021 12:25;18
Fila;6/2/2021 12:26;19
Fila;6/2/2021 12:26;20
Fila;6/2/2021 12:26;21
Fila;6/2/2021 12:26;20
Fila;6/2/2021 12:26;19
Fila;6/2/2021 12:27;20
Fila;6/2/2021 12:27;21
Fila;6/2/2021 12:27;22
Fila;6/2/2021 12:27;23
Fila;6/2/2021 12:27;24
Fila;6/2/2021 12:27;25
Fila;6/2/2021 12:27;24
Fila;6/2/2021 12:27;23
Fila;6/2/2021 12:27;22
Fila;6/2/2021 12:27;21
Fila;6/2/2021 12:28;22
Fila;6/2/2021 12:28;23
Fila;6/2/2021 12:28;22
Fila;6/2/2021 12:29;23
Fila;6/2/2021 12:29;22
Fila;6/2/2021 12:29;21
Fila;6/2/2021 12:30;22
Fila;6/2/2021 12:30;23
Fila;6/2/2021 12:30;22
Fila;6/2/2021 12:31;23
Fila;6/2/2021 12:31;22
Fila;6/2/2021 12:31;21
Fila;6/2/2021 12:32;22
Fila;6/2/2021 12:32;23
Fila;6/2/2021 12:32;24
Fila;6/2/2021 12:32;23
Fila;6/2/2021 12:32;22
Fila;6/2/2021 12:32;21
Fila;6/2/2021 12:33;22
Fila;6/2/2021 12:33;21
Fila;6/2/2021 12:33;20
Fila;6/2/2021 12:33;19
Fila;6/2/2021 12:33;18
Fila;6/2/2021 12:34;19
Fila;6/2/2021 12:34;18
Fila;6/2/2021 12:34;17
Fila;6/2/2021 12:35;16
Fila;6/2/2021 12:36;17
Fila;6/2/2021 12:36;16
Fila;6/2/2021 12:36;15
Fila;6/2/2021 12:37;16
Fila;6/2/2021 12:37;17
Fila;6/2/2021 12:37;16
Fila;6/2/2021 12:37;15
Fila;6/2/2021 12:38;16
Fila;6/2/2021 12:38;15
Fila;6/2/2021 12:38;14
Fila;6/2/2021 12:38;13
Fila;6/2/2021 12:39;14
Fila;6/2/2021 12:39;15
Fila;6/2/2021 12:39;16
Fila;6/2/2021 12:39;15
Fila;6/2/2021 12:39;14
Fila;6/2/2021 12:39;13
Fila;6/2/2021 12:40;14
Fila;6/2/2021 12:40;15
Fila;6/2/2021 12:40;16
Fila;6/2/2021 12:40;15
Fila;6/2/2021 12:40;14
Fila;6/2/2021 12:41;13
Fila;6/2/2021 12:41;12
Fila;6/2/2021 12:41;11
Fila;6/2/2021 12:41;10
Fila;6/2/2021 12:42;11
Fila;6/2/2021 12:42;12
Fila;6/2/2021 12:42;11
Fila;6/2/2021 12:43;12
Fila;6/2/2021 12:43;13
Fila;6/2/2021 12:43;14
Fila;6/2/2021 12:43;13
Fila;6/2/2021 12:43;12
Fila;6/2/2021 12:43;11
Fila;6/2/2021 12:43;10
Fila;6/2/2021 12:43;9
Fila;6/2/2021 12:43;8
Fila;6/2/2021 12:44;9
Fila;6/2/2021 12:44;10
Fila;6/2/2021 12:44;9
Fila;6/2/2021 12:44;8
Fila;6/2/2021 12:44;7
Fila;6/2/2021 12:45;8
Fila;6/2/2021 12:46;9
Fila;6/2/2021 12:46;10
Fila;6/2/2021 12:46;11
Fila;6/2/2021 12:46;12
Fila;6/2/2021 12:46;13
Fila;6/2/2021 12:46;12
Fila;6/2/2021 12:46;11
Fila;6/2/2021 12:46;10
Fila;6/2/2021 12:47;11
Fila;6/2/2021 12:47;12
Fila;6/2/2021 12:47;13
Fila;6/2/2021 12:47;12
Fila;6/2/2021 12:47;11
Fila;6/2/2021 12:48;12
Fila;6/2/2021 12:48;13
Fila;6/2/2021 12:49;12
Fila;6/2/2021 12:49;11
Fila;6/2/2021 12:49;10
Fila;6/2/2021 12:50;9
Fila;6/2/2021 12:50;8
Fila;6/2/2021 12:50;7
Fila;6/2/2021 12:50;6
Fila;6/2/2021 12:51;5
Fila;6/2/2021 12:51;4
Fila;6/2/2021 12:52;5
Fila;6/2/2021 12:52;6
Fila;6/2/2021 12:52;7
Fila;6/2/2021 12:52;6
Fila;6/2/2021 12:52;5
Fila;6/2/2021 12:52;4
Fila;6/2/2021 12:52;3
Fila;6/2/2021 12:52;2
Fila;6/2/2021 12:52;1
Fila;6/2/2021 12:53;2
Fila;6/2/2021 12:53;3
Fila;6/2/2021 12:53;4
Fila;6/2/2021 12:53;3
Fila;6/2/2021 12:54;4
Fila;6/2/2021 12:54;5
Fila;6/2/2021 12:54;6
Fila;6/2/2021 12:54;5
Fila;6/2/2021 12:54;4
Fila;6/2/2021 12:55;5
Fila;6/2/2021 12:55;6
Fila;6/2/2021 12:55;7
Fila;6/2/2021 12:55;8
Fila;6/2/2021 12:55;7
Fila;6/2/2021 12:55;6
Fila;6/2/2021 12:55;5
Fila;6/2/2021 12:55;4
Fila;6/2/2021 12:56;5
Fila;6/2/2021 12:56;4
Fila;6/2/2021 12:56;3
Fila;6/2/2021 12:56;2
Fila;6/2/2021 12:57;3
Fila;6/2/2021 12:57;2
Fila;6/2/2021 12:57;1
Fila;6/2/2021 12:58;2
Fila;6/2/2021 12:58;1
Fila;6/2/2021 12:58;0
Fila;6/2/2021 12:59;1
Fila;6/2/2021 12:59;2
Fila;6/2/2021 12:59;1
Fila;6/2/2021 12:59;0
Fila;6/2/2021 13:00;1
Fila;6/2/2021 13:00;0
Fila;6/2/2021 13:00;1
Fila;6/2/2021 13:00;0
Fila;6/2/2021 13:01;1
Fila;6/2/2021 13:01;0
Fila;6/2/2021 13:01;1
Fila;6/2/2021 13:01;0
Fila;6/2/2021 13:01;1
Fila;6/2/2021 13:01;2
Fila;6/2/2021 13:01;3
Fila;6/2/2021 13:01;4
Fila;6/2/2021 13:03;5
Fila;6/2/2021 13:03;6
Fila;6/2/2021 13:03;7
Fila;6/2/2021 13:03;8
Fila;6/2/2021 13:03;7
Fila;6/2/2021 13:03;6
Fila;6/2/2021 13:03;5
Fila;6/2/2021 13:03;4
Fila;6/2/2021 13:04;5
Fila;6/2/2021 13:04;6
Fila;6/2/2021 13:05;5
Fila;6/2/2021 13:06;6
Fila;6/2/2021 13:06;7
Fila;6/2/2021 13:06;8
Fila;6/2/2021 13:06;9
Fila;6/2/2021 13:06;10
Fila;6/2/2021 13:06;11
Fila;6/2/2021 13:06;10
Fila;6/2/2021 13:06;9
Fila;6/2/2021 13:06;8
Fila;6/2/2021 13:07;9
Fila;6/2/2021 13:07;10
Fila;6/2/2021 13:07;11
Fila;6/2/2021 13:07;12
Fila;6/2/2021 13:07;13
Fila;6/2/2021 13:07;12
Fila;6/2/2021 13:07;11
Fila;6/2/2021 13:08;12
Fila;6/2/2021 13:08;11
Fila;6/2/2021 13:09;12
Fila;6/2/2021 13:09;13
Fila;6/2/2021 13:10;12
Fila;6/2/2021 13:10;11
Fila;6/2/2021 13:11;12
Fila;6/2/2021 13:11;13
Fila;6/2/2021 13:11;14
Fila;6/2/2021 13:11;15
Fila;6/2/2021 13:11;16
Fila;6/2/2021 13:12;17
Fila;6/2/2021 13:12;16
Fila;6/2/2021 13:12;15
Fila;6/2/2021 13:13;16
Fila;6/2/2021 13:13;17
Fila;6/2/2021 13:13;18
Fila;6/2/2021 13:13;19
Fila;6/2/2021 13:13;18
Fila;6/2/2021 13:14;19
Fila;6/2/2021 13:14;20
Fila;6/2/2021 13:14;21
Fila;6/2/2021 13:15;22
Fila;6/2/2021 13:16;23
Fila;6/2/2021 13:16;22
Fila;6/2/2021 13:16;21
Fila;6/2/2021 13:17;22
Fila;6/2/2021 13:17;23
Fila;6/2/2021 13:17;22
Fila;6/2/2021 13:18;23
Fila;6/2/2021 13:18;24
Fila;6/2/2021 13:18;23
Fila;6/2/2021 13:18;22
Fila;6/2/2021 13:18;21
Fila;6/2/2021 13:19;22
Fila;6/2/2021 13:19;23
Fila;6/2/2021 13:20;24
Fila;6/2/2021 13:20;25
Fila;6/2/2021 13:20;26
Fila;6/2/2021 13:20;27
Fila;6/2/2021 13:20;28
Fila;6/2/2021 13:20;27
Fila;6/2/2021 13:20;26
Fila;6/2/2021 13:20;25
Fila;6/2/2021 13:21;26
Fila;6/2/2021 13:21;25
Fila;6/2/2021 13:21;24
Fila;6/2/2021 13:21;23
Fila;6/2/2021 13:22;24
Fila;6/2/2021 13:22;25
Fila;6/2/2021 13:22;26
Fila;6/2/2021 13:22;25
Fila;6/2/2021 13:22;24
Fila;6/2/2021 13:22;23
Fila;6/2/2021 13:22;22
Fila;6/2/2021 13:23;23
Fila;6/2/2021 13:23;24
Fila;6/2/2021 13:23;23
Fila;6/2/2021 13:23;22
Fila;6/2/2021 13:24;23
Fila;6/2/2021 13:24;24
Fila;6/2/2021 13:24;25
Fila;6/2/2021 13:24;24
Fila;6/2/2021 13:25;25
Fila;6/2/2021 13:25;24
Fila;6/2/2021 13:25;23
Fila;6/2/2021 13:26;24
Fila;6/2/2021 13:26;25
Fila;6/2/2021 13:26;26
Fila;6/2/2021 13:26;25
Fila;6/2/2021 13:27;24
Fila;6/2/2021 13:27;23
Fila;6/2/2021 13:28;24
Fila;6/2/2021 13:28;25
Fila;6/2/2021 13:28;24
Fila;6/2/2021 13:28;23
Fila;6/2/2021 13:29;24
Fila;6/2/2021 13:29;25
Fila;6/2/2021 13:29;26
Fila;6/2/2021 13:29;27
Fila;6/2/2021 13:29;26
Fila;6/2/2021 13:29;25
Fila;6/2/2021 13:30;26
Fila;6/2/2021 13:30;25
Fila;6/2/2021 13:30;24
Fila;6/2/2021 13:30;23
Fila;6/2/2021 13:30;22
Fila;6/2/2021 13:30;21
Fila;6/2/2021 13:30;20
Fila;6/2/2021 13:30;19
Fila;6/2/2021 13:31;18
Fila;6/2/2021 13:31;17
Fila;6/2/2021 13:31;16
Fila;6/2/2021 13:32;17
Fila;6/2/2021 13:33;18
Fila;6/2/2021 13:33;19
Fila;6/2/2021 13:33;20
Fila;6/2/2021 13:33;21
Fila;6/2/2021 13:33;20
Fila;6/2/2021 13:34;21
Fila;6/2/2021 13:34;22
Fila;6/2/2021 13:34;21
Fila;6/2/2021 13:35;22
Fila;6/2/2021 13:35;23
Fila;6/2/2021 13:35;24
Fila;6/2/2021 13:35;23
Fila;6/2/2021 13:35;22
Fila;6/2/2021 13:36;21
Fila;6/2/2021 13:36;20
Fila;6/2/2021 13:36;19
Fila;6/2/2021 13:36;18
Fila;6/2/2021 13:36;17
Fila;6/2/2021 13:37;18
Fila;6/2/2021 13:37;19
Fila;6/2/2021 13:37;18
Fila;6/2/2021 13:38;19
Fila;6/2/2021 13:38;20
Fila;6/2/2021 13:38;21
Fila;6/2/2021 13:38;22
Fila;6/2/2021 13:38;23
Fila;6/2/2021 13:38;22
Fila;6/2/2021 13:38;21
Fila;6/2/2021 13:38;20
Fila;6/2/2021 13:38;19
Fila;6/2/2021 13:39;20
Fila;6/2/2021 13:39;21
Fila;6/2/2021 13:39;20
Fila;6/2/2021 13:39;19
Fila;6/2/2021 13:39;18
Fila;6/2/2021 13:40;17
Fila;6/2/2021 13:41;18
Fila;6/2/2021 13:41;19
Fila;6/2/2021 13:42;20
Fila;6/2/2021 13:42;21
Fila;6/2/2021 13:42;22
Fila;6/2/2021 13:42;21
Fila;6/2/2021 13:43;22
Fila;6/2/2021 13:43;23
Fila;6/2/2021 13:43;24
Fila;6/2/2021 13:43;23
Fila;6/2/2021 13:43;22
Fila;6/2/2021 13:43;21
Fila;6/2/2021 13:43;20
Fila;6/2/2021 13:45;21
Fila;6/2/2021 13:45;22
Fila;6/2/2021 13:45;21
Fila;6/2/2021 13:45;20
Fila;6/2/2021 13:45;19
Fila;6/2/2021 13:45;18
Fila;6/2/2021 13:46;19
Fila;6/2/2021 13:46;18
Fila;6/2/2021 13:46;17
Fila;6/2/2021 13:46;16
Fila;6/2/2021 13:47;17
Fila;6/2/2021 13:47;16
Fila;6/2/2021 13:48;17
Fila;6/2/2021 13:48;16
Fila;6/2/2021 13:49;15
Fila;6/2/2021 13:50;16
Fila;6/2/2021 13:50;17
Fila;6/2/2021 13:50;16
Fila;6/2/2021 13:51;17
Fila;6/2/2021 13:51;16
Fila;6/2/2021 13:51;15
Fila;6/2/2021 13:51;14
Fila;6/2/2021 13:51;13
Fila;6/2/2021 13:52;14
Fila;6/2/2021 13:52;15
Fila;6/2/2021 13:52;16
Fila;6/2/2021 13:52;15
Fila;6/2/2021 13:53;14
Fila;6/2/2021 13:53;13
Fila;6/2/2021 13:53;12
Fila;6/2/2021 13:53;11
Fila;6/2/2021 13:53;10
Fila;6/2/2021 13:54;11
Fila;6/2/2021 13:54;12
Fila;6/2/2021 13:54;13
Fila;6/2/2021 13:55;14
Fila;6/2/2021 13:55;15
Fila;6/2/2021 13:55;14
Fila;6/2/2021 13:55;13
Fila;6/2/2021 13:55;12
Fila;6/2/2021 13:56;13
Fila;6/2/2021 13:56;14
Fila;6/2/2021 13:56;15
Fila;6/2/2021 13:56;16
Fila;6/2/2021 13:56;17
Fila;6/2/2021 13:56;18
Fila;6/2/2021 13:56;17
Fila;6/2/2021 13:57;18
Fila;6/2/2021 13:57;17
Fila;6/2/2021 13:57;16
Fila;6/2/2021 13:58;15
Fila;6/2/2021 13:59;16
Fila;6/2/2021 13:59;17
Fila;6/2/2021 13:59;18
Fila;6/2/2021 13:59;17
Fila;6/2/2021 13:59;16
Fila;6/2/2021 14:00;17
Fila;6/2/2021 14:00;18
Fila;6/2/2021 14:00;19
Fila;6/2/2021 14:00;18
Fila;6/2/2021 14:01;17
Fila;6/2/2021 14:02;18
Fila;6/2/2021 14:02;19
Fila;6/2/2021 14:02;20
Fila;6/2/2021 14:02;21
Fila;6/2/2021 14:02;22
Fila;6/2/2021 14:02;23
Fila;6/2/2021 14:02;22
Fila;6/2/2021 14:02;21
Fila;6/2/2021 14:02;20
Fila;6/2/2021 14:02;19
Fila;6/2/2021 14:03;20
Fila;6/2/2021 14:03;21
Fila;6/2/2021 14:03;22
Fila;6/2/2021 14:03;23
Fila;6/2/2021 14:03;24
Fila;6/2/2021 14:04;25
Fila;6/2/2021 14:04;26
Fila;6/2/2021 14:04;27
Fila;6/2/2021 14:04;28
Fila;6/2/2021 14:04;27
Fila;6/2/2021 14:05;28
Fila;6/2/2021 14:05;27
Fila;6/2/2021 14:05;26
Fila;6/2/2021 14:06;27
Fila;6/2/2021 14:06;28
Fila;6/2/2021 14:06;27
Fila;6/2/2021 14:06;26
Fila;6/2/2021 14:06;25
Fila;6/2/2021 14:06;24
Fila;6/2/2021 14:07;25
Fila;6/2/2021 14:07;26
Fila;6/2/2021 14:07;27
Fila;6/2/2021 14:07;26
Fila;6/2/2021 14:07;25
Fila;6/2/2021 14:08;26
Fila;6/2/2021 14:08;25
Fila;6/2/2021 14:08;24
Fila;6/2/2021 14:09;25
Fila;6/2/2021 14:09;24
Fila;6/2/2021 14:10;23
Fila;6/2/2021 14:10;22
Fila;6/2/2021 14:10;21
Fila;6/2/2021 14:11;22
Fila;6/2/2021 14:11;21
Fila;6/2/2021 14:12;22
Fila;6/2/2021 14:12;23
Fila;6/2/2021 14:12;24
Fila;6/2/2021 14:12;23
Fila;6/2/2021 14:12;22
Fila;6/2/2021 14:12;21
Fila;6/2/2021 14:12;20
Fila;6/2/2021 14:12;19
Fila;6/2/2021 14:13;20
Fila;6/2/2021 14:13;19
Fila;6/2/2021 14:13;18
Fila;6/2/2021 14:14;19
Fila;6/2/2021 14:14;18
Fila;6/2/2021 14:14;17
Fila;6/2/2021 14:14;16
Fila;6/2/2021 14:14;15
Fila;6/2/2021 14:14;14
Fila;6/2/2021 14:15;15
Fila;6/2/2021 14:15;16
Fila;6/2/2021 14:15;15
Fila;6/2/2021 14:15;14
Fila;6/2/2021 14:16;15
Fila;6/2/2021 14:16;16
Fila;6/2/2021 14:16;15
Fila;6/2/2021 14:16;14
Fila;6/2/2021 14:16;13
Fila;6/2/2021 14:16;12
Fila;6/2/2021 14:17;13
Fila;6/2/2021 14:17;12
Fila;6/2/2021 14:17;11
Fila;6/2/2021 14:17;10
Fila;6/2/2021 14:17;9
Fila;6/2/2021 14:18;10
Fila;6/2/2021 14:18;9
Fila;6/2/2021 14:19;10
Fila;6/2/2021 14:19;11
Fila;6/2/2021 14:19;12
Fila;6/2/2021 14:19;13
Fila;6/2/2021 14:19;14
Fila;6/2/2021 14:19;15
Fila;6/2/2021 14:19;16
Fila;6/2/2021 14:19;15
Fila;6/2/2021 14:19;14
Fila;6/2/2021 14:20;15
Fila;6/2/2021 14:20;16
Fila;6/2/2021 14:20;15
Fila;6/2/2021 14:21;16
Fila;6/2/2021 14:21;17
Fila;6/2/2021 14:21;16
Fila;6/2/2021 14:21;15
Fila;6/2/2021 14:22;16
Fila;6/2/2021 14:22;15
Fila;6/2/2021 14:23;14
Fila;6/2/2021 14:23;13
Fila;6/2/2021 14:24;14
Fila;6/2/2021 14:24;15
Fila;6/2/2021 14:24;16
Fila;6/2/2021 14:24;15
Fila;6/2/2021 14:24;14
Fila;6/2/2021 14:25;15
Fila;6/2/2021 14:25;14
Fila;6/2/2021 14:25;13
Fila;6/2/2021 14:26;14
Fila;6/2/2021 14:26;15
Fila;6/2/2021 14:26;16
Fila;6/2/2021 14:26;17
Fila;6/2/2021 14:26;16
Fila;6/2/2021 14:27;17
Fila;6/2/2021 14:27;16
Fila;6/2/2021 14:27;15
Fila;6/2/2021 14:27;14
Fila;6/2/2021 14:28;15
Fila;6/2/2021 14:28;16
Fila;6/2/2021 14:28;15
Fila;6/2/2021 14:28;14
Fila;6/2/2021 14:29;13
Fila;6/2/2021 14:29;12
Fila;6/2/2021 14:29;11
Fila;6/2/2021 14:29;10
Fila;6/2/2021 14:29;9
Fila;6/2/2021 14:30;10
Fila;6/2/2021 14:30;9
Fila;6/2/2021 14:30;8
Fila;6/2/2021 14:30;7
Fila;6/2/2021 14:30;6
Fila;6/2/2021 14:31;5
Fila;6/2/2021 14:32;6
Fila;6/2/2021 14:32;5
Fila;6/2/2021 14:32;4
Fila;6/2/2021 14:33;5
Fila;6/2/2021 14:33;4
Fila;6/2/2021 14:33;3
Fila;6/2/2021 14:33;2
Fila;6/2/2021 14:34;3
Fila;6/2/2021 14:34;4
Fila;6/2/2021 14:34;5
Fila;6/2/2021 14:34;4
Fila;6/2/2021 14:34;3
Fila;6/2/2021 14:34;2
Fila;6/2/2021 14:35;3
Fila;6/2/2021 14:35;4
Fila;6/2/2021 14:35;3
Fila;6/2/2021 14:36;4
Fila;6/2/2021 14:36;5
Fila;6/2/2021 14:36;4
Fila;6/2/2021 14:37;5
Fila;6/2/2021 14:37;6
Fila;6/2/2021 14:37;7
Fila;6/2/2021 14:37;6
Fila;6/2/2021 14:37;5
Fila;6/2/2021 14:37;4
Fila;6/2/2021 14:37;3
Fila;6/2/2021 14:38;4
Fila;6/2/2021 14:38;3
Fila;6/2/2021 14:38;2
Fila;6/2/2021 14:39;3
Fila;6/2/2021 14:39;2
Fila;6/2/2021 14:39;1
Fila;6/2/2021 14:39;0
Fila;6/2/2021 14:40;1
Fila;6/2/2021 14:40;0
Fila;6/2/2021 14:40;1
Fila;6/2/2021 14:40;0
Fila;6/2/2021 14:40;1
Fila;6/2/2021 14:40;2
Fila;6/2/2021 14:40;3
Fila;6/2/2021 14:40;2
Fila;6/2/2021 14:41;3
Fila;6/2/2021 14:41;2
Fila;6/2/2021 14:42;3
Fila;6/2/2021 14:42;2
Fila;6/2/2021 14:42;1
Fila;6/2/2021 14:42;0
Fila;6/2/2021 14:43;1
Fila;6/2/2021 14:43;0
Fila;6/2/2021 14:43;1
Fila;6/2/2021 14:43;2
Fila;6/2/2021 14:43;3
Fila;6/2/2021 14:43;2
Fila;6/2/2021 14:44;3
Fila;6/2/2021 14:44;4
Fila;6/2/2021 14:44;3
Fila;6/2/2021 14:44;2
Fila;6/2/2021 14:44;1
Fila;6/2/2021 14:45;2
Fila;6/2/2021 14:45;1
Fila;6/2/2021 14:45;0
Fila;6/2/2021 14:46;1
Fila;6/2/2021 14:46;2
Fila;6/2/2021 14:46;3
Fila;6/2/2021 14:46;2
Fila;6/2/2021 14:46;1
Fila;6/2/2021 14:46;0
Fila;6/2/2021 14:47;1
Fila;6/2/2021 14:47;0
Fila;6/2/2021 14:48;1
Fila;6/2/2021 14:48;0
Fila;6/2/2021 14:48;1
Fila;6/2/2021 14:48;0
Fila;6/2/2021 14:49;1
Fila;6/2/2021 14:49;0
Fila;6/2/2021 14:50;1
Fila;6/2/2021 14:50;0
Fila;6/2/2021 14:51;1
Fila;6/2/2021 14:51;0
Fila;6/2/2021 14:51;1
Fila;6/2/2021 14:51;2
Fila;6/2/2021 14:51;3
Fila;6/2/2021 14:51;2
Fila;6/2/2021 14:51;1
Fila;6/2/2021 14:52;2
Fila;6/2/2021 14:52;3
Fila;6/2/2021 14:52;4
Fila;6/2/2021 14:52;3
Fila;6/2/2021 14:52;2
Fila;6/2/2021 14:53;3
Fila;6/2/2021 14:53;2
Fila;6/2/2021 14:54;1
Fila;6/2/2021 14:54;0
Fila;6/2/2021 14:55;1
Fila;6/2/2021 14:55;0
Fila;6/2/2021 14:57;1
Fila;6/2/2021 14:57;0
Fila;6/2/2021 14:58;1
Fila;6/2/2021 14:58;0
Fila;6/2/2021 14:58;1
Fila;6/2/2021 14:58;0
Fila;6/2/2021 14:58;1
Fila;6/2/2021 14:58;2
Fila;6/2/2021 14:58;3
Fila;6/2/2021 14:58;4
Fila;6/2/2021 14:58;5
Fila;6/2/2021 14:58;6
Fila;6/2/2021 14:58;7
Fila;6/2/2021 14:58;8
Fila;6/2/2021 14:58;7
Fila;6/2/2021 14:59;6
Fila;6/2/2021 15:03;7
Fila;6/2/2021 15:04;8
Fila;6/2/2021 15:04;9
Fila;6/2/2021 15:04;10
Fila;6/2/2021 15:04;9
Fila;6/2/2021 15:04;8
Fila;6/2/2021 15:04;7
Fila;6/2/2021 15:05;8
Fila;6/2/2021 15:05;9
Fila;6/2/2021 15:05;10
Fila;6/2/2021 15:05;11
Fila;6/2/2021 15:05;12
Fila;6/2/2021 15:05;13
Fila;6/2/2021 15:05;12
Fila;6/2/2021 15:05;11
Fila;6/2/2021 15:05;10
Fila;6/2/2021 15:05;9
Fila;6/2/2021 15:05;8
Fila;6/2/2021 15:06;7
Fila;6/2/2021 15:06;6
Fila;6/2/2021 15:07;7
Fila;6/2/2021 15:07;6
Fila;6/2/2021 15:07;5
Fila;6/2/2021 15:08;6
Fila;6/2/2021 15:08;5
Fila;6/2/2021 15:09;6
Fila;6/2/2021 15:09;5
Fila;6/2/2021 15:09;4
Fila;6/2/2021 15:10;5
Fila;6/2/2021 15:10;4
Fila;6/2/2021 15:10;3
Fila;6/2/2021 15:11;4
Fila;6/2/2021 15:11;3
Fila;6/2/2021 15:11;2
Fila;6/2/2021 15:12;1
Fila;6/2/2021 15:12;0
Fila;6/2/2021 15:14;1
Fila;6/2/2021 15:14;0
Fila;6/2/2021 15:15;1
Fila;6/2/2021 15:15;0
Fila;6/2/2021 15:16;1
Fila;6/2/2021 15:16;0
Fila;6/2/2021 15:19;1
Fila;6/2/2021 15:19;0
Fila;6/2/2021 15:19;1
Fila;6/2/2021 15:19;0
Fila;6/2/2021 15:20;1
Fila;6/2/2021 15:21;2
Fila;6/2/2021 15:21;1
Fila;6/2/2021 15:21;0
Fila;6/2/2021 15:22;1
Fila;6/2/2021 15:22;0
Fila;6/2/2021 15:22;1
Fila;6/2/2021 15:22;0
Fila;6/2/2021 15:22;1
Fila;6/2/2021 15:22;2
Fila;6/2/2021 15:22;3
Fila;6/2/2021 15:22;4
Fila;6/2/2021 15:22;5
Fila;6/2/2021 15:22;4
Fila;6/2/2021 15:22;3
Fila;6/2/2021 15:22;2
Fila;6/2/2021 15:22;1
Fila;6/2/2021 15:23;0
Fila;6/2/2021 15:24;1
Fila;6/2/2021 15:24;2
Fila;6/2/2021 15:24;3
Fila;6/2/2021 15:24;2
Fila;6/2/2021 15:24;1
Fila;6/2/2021 15:25;2
Fila;6/2/2021 15:25;1
Fila;6/2/2021 15:25;0
Fila;6/2/2021 15:27;1
Fila;6/2/2021 15:27;0
Fila;6/2/2021 15:27;1
Fila;6/2/2021 15:27;0
Fila;6/2/2021 15:28;1
